source_family,pseudo_unseen_split_v64,method_v64,min_support_v64,global_delta_v64,small_cell_bonus_v64,train_rows_v64,holdout_rows_v64,train_months_v64,holdout_months_v64,external_unseen_data_available_v64,strict_live_deployability_claim_allowed,claim_boundary_v64,source_month_defended_min_v64,policy_month_defended_min_v64,stress_slice_min_coverage_v64,avg_width_loan_v64,n_defended_source_cells_v64,n_defended_policy_cells_v64,n_defended_stress_slices_v64,gate_source80_policy90_width95_v64
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.02,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9390561590755425,14,110,4,True
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.02,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9402346102539938,14,110,4,True
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.02,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9414130614324449,14,110,4,True
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.04,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9535228661722877,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.04,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9547013173507388,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.04,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9558797685291901,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.06,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9677320516726365,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.06,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9689105028510877,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.06,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9700889540295389,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.08,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9806759443260338,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.08,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9818543955044852,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.08,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9827846318149555,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.1,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9897603750895441,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.1,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9909388262679953,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,20,0.1,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,1.0,1.0,0.9915019908165433,14,110,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.0,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9238586469489475,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.0,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9250370981273988,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.0,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.92621554930585,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.02,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9390561590755425,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.02,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9402346102539938,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.02,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9414130614324449,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.04,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9535228661722877,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.04,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9547013173507388,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.04,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9558797685291901,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.06,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9677320516726365,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.06,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9689105028510877,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.06,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9700889540295389,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.08,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9806759443260338,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.08,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9818543955044852,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.08,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9827846318149555,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.1,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9897603750895441,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.1,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9909388262679953,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,40,0.1,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9915019908165433,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.0,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9238586469489475,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.0,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9250370981273988,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.0,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.92621554930585,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.02,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9390561590755425,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.02,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9402346102539938,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.02,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9414130614324449,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.04,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9535228661722877,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.04,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9547013173507388,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.04,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9558797685291901,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.06,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9677320516726365,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.06,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9689105028510877,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.06,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9700889540295389,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.08,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9806759443260338,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.08,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9818543955044852,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.08,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9827846318149555,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.1,0.0,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9897603750895441,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.1,0.04,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9909388262679953,14,0,4,False
grade,last_9m,train_support_hierarchical_qhat_bonus,80,0.1,0.08,126700,9504,24,9,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,1.0,,1.0,0.9915019908165433,14,0,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.0,0.0,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.875,0.9761313729234294,0.9391517062626414,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.0,0.04,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.875,0.9761313729234294,0.9396863635091565,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.0,0.08,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.875,0.9761313729234294,0.9402210207556715,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.02,0.0,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9518148541758069,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.02,0.04,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.952349511422322,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.02,0.08,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9528841686688372,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.04,0.0,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9637768708869451,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.04,0.04,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9643115281334601,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.04,0.08,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9648461853799754,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.06,0.0,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9753563775779015,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.06,0.04,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9758910348244167,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.06,0.08,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9764256920709318,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.08,0.0,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.8809523809523809,0.95,0.9904525491693718,0.9855489499022889,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.08,0.04,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.8809523809523809,0.95,0.9904525491693718,0.9860836071488043,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.08,0.08,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.8809523809523809,0.95,0.9904525491693718,0.9865056505846791,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.1,0.0,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.8809523809523809,0.95,0.9904525491693718,0.9925696551811295,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.1,0.04,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.8809523809523809,0.95,0.9904525491693718,0.9931043124276447,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,3,0.1,0.08,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.8809523809523809,0.95,0.9904525491693718,0.9933598172906101,23,1120,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.0,0.0,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.875,0.9761313729234294,0.9391517062626414,23,770,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.0,0.04,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.875,0.9761313729234294,0.9396863635091565,23,770,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.0,0.08,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.875,0.9761313729234294,0.9402210207556715,23,770,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.02,0.0,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9518148541758069,23,770,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.02,0.04,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.952349511422322,23,770,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.02,0.08,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9528841686688372,23,770,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.04,0.0,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9637768708869451,23,770,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.04,0.04,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9643115281334601,23,770,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.04,0.08,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9648461853799754,23,770,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.06,0.0,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9753563775779015,23,770,4,False
grade,last_12m,train_support_hierarchical_qhat_bonus,10,0.06,0.04,115256,20948,21,12,False,False,pseudo-unseen historical temporal stress only; no live deployability claim,0.7619047619047619,0.9,0.9809050983387435,0.9758910348244167,23,770,4,False
